Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,N_kg/ha,pesticide_load,continent
Germany,2002,93755,700.0,34431.72,10.26,119.22,medium,Europe
Germany,2002,93755,700.0,34431.72,9.86,119.22,medium,Europe
Germany,2002,93755,700.0,34431.72,6.26,119.22,medium,Europe
Germany,2004,90966,700.0,34930.37,9.82,117.58,medium,Europe
Germany,2004,90966,700.0,34930.37,9.48,117.58,medium,Europe
Germany,2004,90966,700.0,34930.37,5.43,117.58,medium,Europe
Germany,2005,92139,700.0,36386.27,9.92,118.0,medium,Europe
Germany,2005,92139,700.0,36386.27,9.58,118.0,medium,Europe
Germany,2005,92139,700.0,36386.27,5.01,118.0,medium,Europe
Germany,2006,80307,700.0,38540.15,10.55,106.09,medium,Europe
Germany,2006,80307,700.0,38540.15,10.15,106.09,medium,Europe
Germany,2006,80307,700.0,38540.15,5.94,106.09,medium,Europe
Germany,2007,94475,700.0,40740.64,10.88,119.73,high,Europe
Germany,2007,94475,700.0,40740.64,10.37,119.73,high,Europe
Germany,2007,94475,700.0,40740.64,6.28,119.73,high,Europe
Germany,2008,98099,700.0,43413.01,10.66,102.25,high,Europe
Germany,2008,98099,700.0,43413.01,10.04,102.25,high,Europe
Germany,2008,98099,700.0,43413.01,5.94,102.25,high,Europe
Germany,2009,97500,700.0,39289.43,10.06,103.35,medium,Europe
Germany,2009,97500,700.0,39289.43,9.61,103.35,medium,Europe
Germany,2009,97500,700.0,39289.43,5.89,103.35,medium,Europe
Germany,2010,90261,700.0,40832.42,8.61,118.65,high,Europe
Germany,2010,90261,700.0,40832.42,7.97,118.65,high,Europe
Germany,2010,90261,700.0,40832.42,4.85,118.65,high,Europe
Germany,2011,106243,700.0,43754.35,10.56,108.68,high,Europe
Germany,2011,106243,700.0,43754.35,9.73,108.68,high,Europe
Germany,2011,106243,700.0,43754.35,6.56,108.68,high,Europe
Germany,2012,104802,700.0,45522.5,9.96,109.61,high,Europe
Germany,2012,104802,700.0,45522.5,9.2,109.61,high,Europe
Germany,2012,104802,700.0,45522.5,5.88,109.61,high,Europe
Germany,2013,88276,700.0,43756.1,10.12,110.98,high,Europe
Germany,2013,88276,700.0,43756.1,9.17,110.98,high,Europe
Germany,2013,88276,700.0,43756.1,6.0,110.98,high,Europe
Ghana,1990,11889,1187.0,65.8,26.73,1.89,low,Africa
Ghana,1991,15260,1187.0,65.8,26.6,1.62,low,Africa
Ghana,1992,12040,1187.0,65.8,26.47,1.62,low,Africa
Ghana,1993,15092,1187.0,65.8,26.67,1.18,low,Africa
Ghana,1994,14933,1187.0,65.8,26.62,0.6,low,Africa
Ghana,1995,15020,1187.0,65.8,26.87,0.68,low,Africa
Ghana,1996,15153,1187.0,1575.5,26.61,1.47,low,Africa
Ghana,1997,15285,1187.0,502.0,26.58,1.64,low,Africa
Ghana,1998,14850,1187.0,297.78,27.28,1.35,low,Africa
Ghana,1999,14557,1187.0,114.13,26.74,1.46,low,Africa
Ghana,2000,14578,1187.0,81.63,26.83,1.26,low,Africa
Ghana,2001,13150,1187.0,82.0,26.76,2.5,low,Africa
Ghana,2002,14900,1187.0,89.88,26.92,0.75,low,Africa
Ghana,2004,15794,1187.0,134.25,27.02,0.96,low,Africa
Ghana,2005,15613,1187.0,166.16,27.06,1.84,low,Africa
Ghana,2006,14994,1187.0,771.58,27.1,4.92,low,Africa
Ghana,2007,15437,1187.0,119.86,27.16,4.17,low,Africa
Ghana,2008,17371,1187.0,350.83,26.98,2.91,low,Africa
Ghana,2009,16969,1187.0,378.97,27.14,3.3,low,Africa
Ghana,2010,18874,1187.0,378.97,27.57,3.82,low,Africa
Ghana,2011,16458,1187.0,378.97,27.11,1.63,low,Africa
Ghana,2012,18712,1187.0,378.97,26.86,6.33,low,Africa
Ghana,2013,17240,1187.0,378.97,27.24,6.69,low,Africa
Greece,1990,96965,652.0,7420.0,18.05,107.76,medium,Europe
Greece,1991,101042,652.0,7420.0,17.07,103.55,medium,Europe
Greece,1992,99762,652.0,7869.0,17.13,99.7,medium,Europe
Greece,1993,98951,652.0,8826.0,17.53,83.67,medium,Europe
Greece,1994,97800,652.0,6341.0,18.47,88.27,medium,Europe
Greece,1995,100563,652.0,6663.0,17.82,80.69,medium,Europe
Greece,1996,99314,652.0,7296.0,17.46,87.2,medium,Europe
Greece,1997,104030,652.0,9223.0,17.35,79.02,medium,Europe
Greece,1998,88247,652.0,10702.0,18.15,75.22,medium,Europe
Greece,1999,95128,652.0,9635.0,18.82,75.19,medium,Europe
Greece,2000,96708,652.0,10627.0,18.2,73.95,medium,Europe
Greece,2001,103463,652.0,10725.0,18.67,67.76,medium,Europe
Greece,2002,99544,652.0,11852.0,18.33,65.78,medium,Europe
Greece,2004,101088,652.0,11594.0,18.07,67.8,medium,Europe
Greece,2005,103033,652.0,12083.0,17.91,59.34,medium,Europe
Greece,2006,101383,652.0,7505.3,17.78,56.42,medium,Europe
Greece,2007,100223,652.0,7345.7,18.67,63.77,medium,Europe
Greece,2008,104810,652.0,5130.8,18.61,54.41,medium,Europe
Greece,2009,104326,652.0,3404.4,18.52,47.48,low,Europe
Greece,2010,103818,652.0,5607.7,19.3,57.51,medium,Europe
Greece,2011,107069,652.0,8189.8,17.67,49.03,medium,Europe
Greece,2012,104559,652.0,8002.2,18.82,47.73,medium,Europe
Greece,2013,106689,652.0,8081.72,19.36,52.07,medium,Europe
Guatemala,1990,20052,1996.0,12004.33,19.64,44.82,medium,America
Guatemala,1991,18442,1996.0,12004.33,19.91,55.01,medium,America
Guatemala,1992,18831,1996.0,12004.33,19.89,56.02,medium,America
Guatemala,1993,18506,1996.0,12004.33,19.85,56.91,medium,America
Guatemala,1994,19569,1996.0,12004.33,20.08,58.64,medium,America
Guatemala,1995,19436,1996.0,12004.33,19.98,60.21,medium,America
Guatemala,1996,18201,1996.0,12004.33,19.48,57.59,medium,America
Guatemala,1997,14942,1996.0,11419.53,20.16,59.12,medium,America
Guatemala,1998,16994,1996.0,10834.74,20.36,48.17,medium,America
Guatemala,1999,17378,1996.0,10249.94,19.44,56.61,medium,America
Guatemala,2000,17811,1996.0,9665.14,19.47,54.52,medium,America
Guatemala,2001,20681,1996.0,10023.42,19.62,48.38,medium,America
Guatemala,2002,20659,1996.0,10381.71,19.93,34.06,medium,America
Guatemala,2004,21307,1996.0,11959.92,19.85,59.24,medium,America
Guatemala,2005,23360,1996.0,13506.02,19.99,58.65,medium,America
Guatemala,2006,25807,1996.0,15951.27,19.88,61.85,medium,America
Guatemala,2007,23219,1996.0,22883.17,19.9,53.08,medium,America
Guatemala,2008,20115,1996.0,18091.67,19.51,34.99,medium,America
Guatemala,2009,19798,1996.0,13276.7,19.99,48.4,medium,America
Guatemala,2010,19944,1996.0,14898.25,19.85,57.54,medium,America
Guatemala,2011,19976,1996.0,16540.71,19.85,73.38,medium,America
Guatemala,2012,20348,1996.0,19726.3,19.88,76.07,medium,America
Guatemala,2013,20827,1996.0,20489.4,20.37,75.43,medium,America
Guinea,1990,10179,1651.0,80.0,27.08,0.22,low,Africa
Guinea,1991,10527,1651.0,80.0,27.22,0.42,low,Africa
Guinea,1992,10885,1651.0,80.0,27.02,0.08,low,Africa
Guinea,1993,11255,1651.0,21.0,27.25,0.32,low,Africa
Guinea,1994,11639,1651.0,39.0,27.03,0.69,low,Africa
Guinea,1995,12036,1651.0,153.0,27.23,0.84,low,Africa
Guinea,1996,12446,1651.0,157.0,27.33,0.73,low,Africa
Guinea,1997,12870,1651.0,157.0,27.3,0.2,low,Africa
Guinea,1998,13308,1651.0,181.35,27.63,0.33,low,Africa
Guinea,1999,13761,1651.0,205.71,27.12,0.3,low,Africa
Guinea,2000,14230,1651.0,230.06,27.12,0.3,low,Africa
Guinea,2001,14430,1651.0,254.42,27.36,0.3,low,Africa
Guinea,2002,14664,1651.0,278.77,27.53,0.53,low,Africa
Guinea,2004,15143,1651.0,327.49,27.56,0.49,low,Africa
Guinea,2005,15388,1651.0,351.84,27.66,0.57,low,Africa
Guinea,2006,15637,1651.0,376.19,27.2,0.56,low,Africa
Guinea,2007,15891,1651.0,400.55,27.28,0.88,low,Africa
Guinea,2008,10793,1651.0,424.9,27.61,0.74,low,Africa
Guinea,2009,16318,1651.0,449.26,27.37,0.34,low,Africa
Guinea,2010,16313,1651.0,556.24,27.8,0.58,low,Africa
Guinea,2011,16584,1651.0,663.23,27.51,1.16,low,Africa
Guinea,2012,12200,1651.0,770.21,27.28,1.11,low,Africa
Guinea,2013,12500,1651.0,877.19,27.29,0.55,low,Africa
Guyana,1990,15666,2387.0,289.9,27.07,68.22,low,America
Guyana,1991,13555,2387.0,289.9,26.95,110.85,low,America
Guyana,1992,12075,2387.0,289.9,27.13,89.53,low,America
Guyana,1993,12069,2387.0,289.9,26.95,85.27,low,America
Guyana,1994,11786,2387.0,289.9,27.12,69.07,low,America
Guyana,1995,13177,2387.0,289.9,27.57,100.61,low,America
Guyana,1996,11481,2387.0,289.9,27.11,90.63,low,America
Guyana,1997,30385,2387.0,289.9,27.25,116.18,low,America
Guyana,1998,15707,2387.0,289.9,27.71,114.74,low,America
Guyana,1999,15005,2387.0,289.9,27.16,129.12,low,America
Guyana,2000,12352,2387.0,289.9,27.05,88.53,low,America
Guyana,2001,12644,2387.0,289.9,27.27,90.85,low,America
Guyana,2002,14207,2387.0,289.9,27.17,110.02,low,America
Guyana,2004,12500,2387.0,289.9,27.45,153.47,low,America
Guyana,2005,12500,2387.0,270.78,27.71,49.44,low,America
Guyana,2006,10000,2387.0,343.12,27.49,66.4,low,America
Guyana,2007,17174,2387.0,246.5,27.3,50.91,low,America
Guyana,2008,13333,2387.0,234.27,27.31,146.1,low,America
Guyana,2009,13476,2387.0,264.47,27.67,53.63,low,America
Guyana,2010,13773,2387.0,211.83,27.87,113.09,low,America
Guyana,2011,13868,2387.0,400.76,27.43,50.98,low,America
Guyana,2012,13854,2387.0,427.73,27.42,90.5,low,America
Guyana,2013,13841,2387.0,358.72,27.3,132.76,low,America
Haiti,1990,7951,1440.0,17.14,27.11,0.82,low,America
Haiti,1991,8085,1440.0,18.86,27.01,2.45,low,America
Haiti,1992,7948,1440.0,11.52,26.81,3.89,low,America
Haiti,1993,8077,1440.0,6.96,26.78,3.7,low,America
Haiti,1994,8014,1440.0,8.58,27.28,3.64,low,America
Haiti,1995,8000,1440.0,12.32,27.3,4.91,low,America
Haiti,1996,7940,1440.0,14.44,26.85,3.64,low,America
Haiti,1997,7986,1440.0,16.35,27.74,7.11,low,America
Haiti,1998,7900,1440.0,23.78,27.57,5.26,low,America
Haiti,1999,8333,1440.0,26.32,27.01,4.13,low,America
Haiti,2000,7500,1440.0,27.85,26.76,7.38,low,America
Haiti,2001,6923,1440.0,27.85,27.21,6.49,low,America
Haiti,2002,7475,1440.0,27.85,27.42,5.35,low,America
Haiti,2004,7615,1440.0,27.85,27.37,0.09,low,America
Haiti,2005,7802,1440.0,27.85,27.35,1.18,low,America
Haiti,2006,7795,1440.0,27.85,27.41,2.31,low,America
Haiti,2007,7803,1440.0,27.85,27.47,1.12,low,America
Haiti,2008,7807,1440.0,27.85,27.08,4.41,low,America
Haiti,2009,8013,1440.0,27.85,27.35,0.05,low,America
Haiti,2010,8045,1440.0,27.85,27.19,0.2,low,America
Haiti,2011,8103,1440.0,27.85,27.1,1.06,low,America
Haiti,2012,8168,1440.0,27.85,27.2,3.67,low,America
Haiti,2013,8545,1440.0,27.85,27.2,2.83,low,America
Honduras,1990,15188,1976.0,9880.07,24.53,6.1,medium,America
Honduras,1991,13185,1976.0,6289.7,24.61,10.86,medium,America
Honduras,1992,12942,1976.0,9904.59,24.77,11.28,medium,America
Honduras,1993,13694,1976.0,6768.0,24.58,16.38,medium,America
Honduras,1994,13837,1976.0,3160.91,24.87,6.03,low,America
Honduras,1995,16396,1976.0,7800.0,24.95,37.08,medium,America
Honduras,1996,16180,1976.0,6464.0,24.39,25.54,medium,America
Honduras,1997,15591,1976.0,6980.0,25.03,44.23,medium,America
Honduras,1998,10557,1976.0,3495.0,25.37,50.08,low,America
Honduras,1999,12249,1976.0,2387.0,24.41,59.93,low,America
Honduras,2000,14360,1976.0,4376.0,24.43,95.23,low,America
Honduras,2001,14992,1976.0,1141.0,24.4,77.03,low,America
Honduras,2002,13655,1976.0,1772.3,24.61,23.89,low,America
Honduras,2004,13855,1976.0,3034.91,24.68,18.26,low,America
Honduras,2005,15387,1976.0,3666.21,24.77,28.87,low,America
Honduras,2006,15394,1976.0,4297.51,24.88,45.68,low,America
Honduras,2007,16922,1976.0,5283.93,24.55,43.49,medium,America
Honduras,2008,16885,1976.0,5130.42,24.25,38.9,medium,America
Honduras,2009,17503,1976.0,4344.36,24.77,33.16,low,America
Honduras,2010,16504,1976.0,5736.63,24.49,37.41,medium,America
Honduras,2011,16593,1976.0,6324.41,24.63,55.98,medium,America
Honduras,2012,15795,1976.0,7194.91,24.47,48.41,medium,America
Honduras,2013,16214,1976.0,7194.91,24.86,47.95,medium,America
Hungary,1990,41577,589.0,12756.0,10.96,67.82,medium,Europe
Hungary,1991,67100,589.0,8069.0,9.66,50.02,medium,Europe
Hungary,1992,36501,589.0,5777.0,11.01,29.77,medium,Europe
Hungary,1993,35000,589.0,10197.0,10.22,45.3,medium,Europe
Hungary,1994,38500,589.0,9574.0,11.58,48.88,medium,Europe
Hungary,1995,45295,589.0,7715.0,10.34,49.05,medium,Europe
Hungary,1996,56867,589.0,6946.0,9.44,63.25,medium,Europe
Hungary,1997,64480,589.0,4445.0,9.89,56.63,low,Europe
Hungary,1998,60049,589.0,5280.0,10.35,55.9,medium,Europe
Hungary,1999,64130,589.0,4598.0,10.64,63.62,low,Europe
Hungary,2000,41790,589.0,4151.0,11.69,66.63,low,Europe
Hungary,2001,62456,589.0,5458.0,10.47,69.94,medium,Europe
Hungary,2002,50762,589.0,8231.5,11.43,63.31,medium,Europe
Hungary,2004,70012,589.0,9940.5,10.37,60.99,medium,Europe
Hungary,2005,75571,589.0,9676.0,10.05,54.1,medium,Europe
Hungary,2006,68165,589.0,11523.0,10.67,60.28,medium,Europe
Hungary,2007,37327,589.0,11178.0,11.82,66.81,medium,Europe
Hungary,2008,74653,589.0,12084.0,11.55,66.3,medium,Europe
Hungary,2009,63945,589.0,11144.0,11.48,56.93,medium,Europe
Hungary,2010,64745,589.0,10299.5,10.35,59.51,medium,Europe
Hungary,2011,64976,589.0,8473.26,10.92,66.28,medium,Europe
Hungary,2012,39979,589.0,8141.17,11.31,68.34,medium,Europe
Hungary,2013,54373,589.0,7744.5,12.44,76.24,medium,Europe
India,1990,15178,1083.0,75000.0,25.58,44.47,high,Asia
India,1990,15178,1083.0,75000.0,26.88,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.79,44.47,high,Asia
India,1990,15178,1083.0,75000.0,24.1,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.25,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.44,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.54,44.47,high,Asia
India,1990,15178,1083.0,75000.0,26.36,44.47,high,Asia
India,1990,15178,1083.0,75000.0,26.91,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.16,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.77,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.12,44.47,high,Asia
India,1990,15178,1083.0,75000.0,24.1,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.68,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.54,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.44,44.47,high,Asia
India,1990,15178,1083.0,75000.0,24.78,44.47,high,Asia
India,1990,15178,1083.0,75000.0,26.59,44.47,high,Asia
India,1990,15178,1083.0,75000.0,24.37,44.47,high,Asia
India,1990,15178,1083.0,75000.0,26.63,44.47,high,Asia
India,1990,15178,1083.0,75000.0,26.63,44.47,high,Asia
India,1990,15178,1083.0,75000.0,25.64,44.47,high,Asia
India,1991,13763,1083.0,72133.0,25.85,47.28,high,Asia
India,1991,13763,1083.0,72133.0,26.9,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.96,47.28,high,Asia
India,1991,13763,1083.0,72133.0,23.77,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.49,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.82,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.74,47.28,high,Asia
India,1991,13763,1083.0,72133.0,26.54,47.28,high,Asia
India,1991,13763,1083.0,72133.0,27.35,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.4,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.99,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.32,47.28,high,Asia
India,1991,13763,1083.0,72133.0,23.77,47.28,high,Asia
India,1991,13763,1083.0,72133.0,26.2,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.74,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.55,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.06,47.28,high,Asia
India,1991,13763,1083.0,72133.0,26.34,47.28,high,Asia
India,1991,13763,1083.0,72133.0,24.62,47.28,high,Asia
India,1991,13763,1083.0,72133.0,26.7,47.28,high,Asia
India,1991,13763,1083.0,72133.0,26.7,47.28,high,Asia
India,1991,13763,1083.0,72133.0,25.74,47.28,high,Asia
India,1992,16758,1083.0,70791.0,25.69,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.82,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.09,49.57,high,Asia
India,1992,16758,1083.0,70791.0,23.79,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.16,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.91,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.52,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.41,49.57,high,Asia
India,1992,16758,1083.0,70791.0,27.24,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.41,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.73,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.27,49.57,high,Asia
India,1992,16758,1083.0,70791.0,23.79,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.32,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.52,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.58,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.14,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.37,49.57,high,Asia
India,1992,16758,1083.0,70791.0,24.62,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.78,49.57,high,Asia
India,1992,16758,1083.0,70791.0,26.78,49.57,high,Asia
India,1992,16758,1083.0,70791.0,25.89,49.57,high,Asia
India,1993,16015,1083.0,66388.0,25.88,51.55,high,Asia
India,1993,16015,1083.0,66388.0,27.46,51.55,high,Asia
India,1993,16015,1083.0,66388.0,26.1,51.55,high,Asia
India,1993,16015,1083.0,66388.0,24.34,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.22,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.75,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.92,51.55,high,Asia
India,1993,16015,1083.0,66388.0,26.34,51.55,high,Asia
India,1993,16015,1083.0,66388.0,27.24,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.5,51.55,high,Asia
India,1993,16015,1083.0,66388.0,26.32,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.27,51.55,high,Asia
India,1993,16015,1083.0,66388.0,24.34,51.55,high,Asia
India,1993,16015,1083.0,66388.0,26.07,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.92,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.66,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.06,51.55,high,Asia
India,1993,16015,1083.0,66388.0,27.07,51.55,high,Asia
India,1993,16015,1083.0,66388.0,24.74,51.55,high,Asia
India,1993,16015,1083.0,66388.0,27.04,51.55,high,Asia
India,1993,16015,1083.0,66388.0,27.04,51.55,high,Asia
India,1993,16015,1083.0,66388.0,25.97,51.55,high,Asia
India,1994,14480,1083.0,61357.0,25.75,55.82,high,Asia
India,1994,14480,1083.0,61357.0,26.74,55.82,high,Asia
India,1994,14480,1083.0,61357.0,26.03,55.82,high,Asia
India,1994,14480,1083.0,61357.0,24.29,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.22,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.33,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.87,55.82,high,Asia
India,1994,14480,1083.0,61357.0,26.54,55.82,high,Asia
India,1994,14480,1083.0,61357.0,27.07,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.01,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.92,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.33,55.82,high,Asia
India,1994,14480,1083.0,61357.0,24.29,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.75,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.87,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.71,55.82,high,Asia
India,1994,14480,1083.0,61357.0,24.84,55.82,high,Asia
India,1994,14480,1083.0,61357.0,26.46,55.82,high,Asia
India,1994,14480,1083.0,61357.0,24.71,55.82,high,Asia
India,1994,14480,1083.0,61357.0,26.55,55.82,high,Asia
India,1994,14480,1083.0,61357.0,26.55,55.82,high,Asia
India,1994,14480,1083.0,61357.0,25.95,55.82,high,Asia
India,1995,15946,1083.0,61257.0,25.86,57.81,high,Asia
India,1995,15946,1083.0,61257.0,27.2,57.81,high,Asia
India,1995,15946,1083.0,61257.0,26.15,57.81,high,Asia
India,1995,15946,1083.0,61257.0,24.04,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.44,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.73,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.92,57.81,high,Asia
India,1995,15946,1083.0,61257.0,26.62,57.81,high,Asia
India,1995,15946,1083.0,61257.0,27.24,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.5,57.81,high,Asia
India,1995,15946,1083.0,61257.0,26.13,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.55,57.81,high,Asia
India,1995,15946,1083.0,61257.0,24.04,57.81,high,Asia
India,1995,15946,1083.0,61257.0,26.04,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.92,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.76,57.81,high,Asia
India,1995,15946,1083.0,61257.0,25.24,57.81,high,Asia
India,1995,15946,1083.0,61257.0,26.72,57.81,high,Asia
India,1995,15946,1083.0,61257.0,24.64,57.81,high,Asia
India,1995,15946,1083.0,61257.0,27.03,57.81,high,Asia
India,1995,15946,1083.0,61257.0,27.03,57.81,high,Asia
India,1995,15946,1083.0,61257.0,26.01,57.81,high,Asia
India,1996,17094,1083.0,56114.0,25.63,60.85,high,Asia
India,1996,17094,1083.0,56114.0,27.06,60.85,high,Asia
India,1996,17094,1083.0,56114.0,26.1,60.85,high,Asia
India,1996,17094,1083.0,56114.0,23.81,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.41,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.9,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.55,60.85,high,Asia
India,1996,17094,1083.0,56114.0,26.65,60.85,high,Asia
India,1996,17094,1083.0,56114.0,27.37,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.55,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.79,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.31,60.85,high,Asia
India,1996,17094,1083.0,56114.0,23.81,60.85,high,Asia
India,1996,17094,1083.0,56114.0,26.46,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.55,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.75,60.85,high,Asia
India,1996,17094,1083.0,56114.0,25.34,60.85,high,Asia
India,1996,17094,1083.0,56114.0,26.64,60.85,high,Asia
India,1996,17094,1083.0,56114.0,24.78,60.85,high,Asia
